null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier,sub_wave
null,Hard,2,19,ZzangDoleZombie,2,LINE_LEFT,5.28,5.28,1
null,Hard,2,19,ZzangDoleZombie,4,LINE_LEFT,5.28,5.28,2
null,Hard,2,20,ZombieMan,6,SCATTER,5.5,5.5,1
null,Hard,2,20,ZombieMan,9,SCATTER,5.5,5.5,2
null,Hard,2,20,PushZombie,3,LINE_RIGHT,5.5,5.5,1
null,Hard,2,20,PushZombie,5,LINE_RIGHT,5.5,5.5,2
null,Hard,2,20,ZzangDoleZombie,2,LINE_LEFT,5.5,5.5,1
null,Hard,2,20,ZzangDoleZombie,4,LINE_LEFT,5.5,5.5,2
null,Hard,2,20,ZombieBoss,1,LINE_LEFT,5.5,5.5,2
null,Hard,2,20,PushZombieBoss,1,LINE_LEFT,5.5,5.5,2
null,Hard,3,1,ZombieMan,5,SCATTER,1.5,1.5,1
null,Hard,3,1,ZombieMan,7,SCATTER,1.5,1.5,2
null,Hard,3,2,ZombieMan,6,SCATTER,1.79,1.79,1
null,Hard,3,2,ZombieMan,8,SCATTER,1.79,1.79,2
null,Hard,3,3,ZombieMan,6,SCATTER,2.08,2.08,1
null,Hard,3,3,ZombieMan,9,SCATTER,2.08,2.08,2
null,Hard,3,4,ZombieMan,6,SCATTER,2.37,2.37,1
null,Hard,3,4,ZombieMan,8,SCATTER,2.37,2.37,2
null,Hard,3,4,BoomZombie,1,SCATTER,2.37,2.37,1
null,Hard,3,4,BoomZombie,1,SCATTER,2.37,2.37,2
null,Hard,3,5,ZombieMan,4,SCATTER,2.66,2.66,1
null,Hard,3,5,ZombieMan,7,SCATTER,2.66,2.66,2
null,Hard,3,5,BoomZombie,1,SCATTER,2.66,2.66,1
null,Hard,3,5,BoomZombie,1,SCATTER,2.66,2.66,2
null,Hard,3,5,BoomZombieBoss,1,LINE_LEFT,2.66,2.66,2
null,Hard,3,6,ZombieMan,7,SCATTER,2.95,2.95,1
null,Hard,3,6,ZombieMan,10,SCATTER,2.95,2.95,2
null,Hard,3,6,BoomZombie,1,SCATTER,2.95,2.95,1
null,Hard,3,6,BoomZombie,1,SCATTER,2.95,2.95,2
null,Hard,3,7,ZombieMan,7,SCATTER,3.24,3.24,1
null,Hard,3,7,ZombieMan,10,SCATTER,3.24,3.24,2
null,Hard,3,7,BoomZombie,1,SCATTER,3.24,3.24,1
null,Hard,3,7,BoomZombie,2,SCATTER,3.24,3.24,2
null,Hard,3,8,ZombieMan,7,SCATTER,3.53,3.53,1
null,Hard,3,8,ZombieMan,11,SCATTER,3.53,3.53,2
null,Hard,3,8,BoomZombie,1,SCATTER,3.53,3.53,1
null,Hard,3,8,BoomZombie,2,SCATTER,3.53,3.53,2
null,Hard,3,9,ZombieMan,6,SCATTER,3.82,3.82,1
null,Hard,3,9,ZombieMan,9,SCATTER,3.82,3.82,2
null,Hard,3,9,BoomZombie,2,SCATTER,3.82,3.82,1
null,Hard,3,9,BoomZombie,2,SCATTER,3.82,3.82,2
null,Hard,3,9,RushZombie,1,SCATTER,3.82,3.82,1
null,Hard,3,9,RushZombie,1,SCATTER,3.82,3.82,2
null,Hard,3,10,ZombieMan,4,SCATTER,4.11,4.11,1
null,Hard,3,10,ZombieMan,7,SCATTER,4.11,4.11,2
null,Hard,3,10,BoomZombie,2,SCATTER,4.11,4.11,1
null,Hard,3,10,BoomZombie,2,SCATTER,4.11,4.11,2
null,Hard,3,10,RushZombie,1,SCATTER,4.11,4.11,1
null,Hard,3,10,RushZombie,1,SCATTER,4.11,4.11,2
null,Hard,3,10,RushZombieBoss,1,LINE_LEFT,4.11,4.11,2
null,Hard,3,11,ZombieMan,7,SCATTER,4.39,4.39,1
null,Hard,3,11,ZombieMan,11,SCATTER,4.39,4.39,2
null,Hard,3,11,BoomZombie,2,SCATTER,4.39,4.39,1
null,Hard,3,11,BoomZombie,2,SCATTER,4.39,4.39,2
null,Hard,3,11,RushZombie,1,SCATTER,4.39,4.39,1
null,Hard,3,11,RushZombie,1,SCATTER,4.39,4.39,2
null,Hard,3,12,ZombieMan,7,SCATTER,4.68,4.68,1
null,Hard,3,12,ZombieMan,10,SCATTER,4.68,4.68,2
null,Hard,3,12,BoomZombie,2,SCATTER,4.68,4.68,1
null,Hard,3,12,BoomZombie,3,SCATTER,4.68,4.68,2
null,Hard,3,12,RushZombie,1,SCATTER,4.68,4.68,1
null,Hard,3,12,RushZombie,2,SCATTER,4.68,4.68,2
null,Hard,3,13,ZombieMan,7,SCATTER,4.97,4.97,1
null,Hard,3,13,ZombieMan,11,SCATTER,4.97,4.97,2
null,Hard,3,13,BoomZombie,2,SCATTER,4.97,4.97,1
null,Hard,3,13,BoomZombie,3,SCATTER,4.97,4.97,2
null,Hard,3,13,RushZombie,1,SCATTER,4.97,4.97,1
null,Hard,3,13,RushZombie,2,SCATTER,4.97,4.97,2
null,Hard,3,14,ZombieMan,7,SCATTER,5.26,5.26,1
null,Hard,3,14,ZombieMan,10,SCATTER,5.26,5.26,2
null,Hard,3,14,BoomZombie,2,SCATTER,5.26,5.26,1
null,Hard,3,14,BoomZombie,4,SCATTER,5.26,5.26,2
null,Hard,3,14,RushZombie,2,SCATTER,5.26,5.26,1
null,Hard,3,14,RushZombie,2,SCATTER,5.26,5.26,2
null,Hard,3,15,ZombieMan,4,SCATTER,5.55,5.55,1
null,Hard,3,15,ZombieMan,7,SCATTER,5.55,5.55,2
null,Hard,3,15,BoomZombie,2,SCATTER,5.55,5.55,1
null,Hard,3,15,BoomZombie,4,SCATTER,5.55,5.55,2
null,Hard,3,15,RushZombie,2,SCATTER,5.55,5.55,1
null,Hard,3,15,RushZombie,2,SCATTER,5.55,5.55,2
null,Hard,3,15,BoomZombieBoss,1,LINE_LEFT,5.55,5.55,2
null,Hard,3,16,ZombieMan,8,SCATTER,5.84,5.84,1
null,Hard,3,16,ZombieMan,12,SCATTER,5.84,5.84,2
null,Hard,3,16,BoomZombie,2,SCATTER,5.84,5.84,1
null,Hard,3,16,BoomZombie,4,SCATTER,5.84,5.84,2
null,Hard,3,16,RushZombie,2,SCATTER,5.84,5.84,1
null,Hard,3,16,RushZombie,2,SCATTER,5.84,5.84,2
null,Hard,3,17,ZombieMan,7,SCATTER,6.13,6.13,1
null,Hard,3,17,ZombieMan,11,SCATTER,6.13,6.13,2
null,Hard,3,17,BoomZombie,3,SCATTER,6.13,6.13,1
null,Hard,3,17,BoomZombie,4,SCATTER,6.13,6.13,2
null,Hard,3,17,RushZombie,2,SCATTER,6.13,6.13,1
null,Hard,3,17,RushZombie,3,SCATTER,6.13,6.13,2
null,Hard,3,18,ZombieMan,8,SCATTER,6.42,6.42,1
null,Hard,3,18,ZombieMan,12,SCATTER,6.42,6.42,2
null,Hard,3,18,BoomZombie,3,SCATTER,6.42,6.42,1
null,Hard,3,18,BoomZombie,4,SCATTER,6.42,6.42,2
null,Hard,3,18,RushZombie,2,SCATTER,6.42,6.42,1
null,Hard,3,18,RushZombie,3,SCATTER,6.42,6.42,2
null,Hard,3,19,ZombieMan,7,SCATTER,6.71,6.71,1
null,Hard,3,19,ZombieMan,11,SCATTER,6.71,6.71,2
null,Hard,3,19,BoomZombie,3,SCATTER,6.71,6.71,1
null,Hard,3,19,BoomZombie,5,SCATTER,6.71,6.71,2
null,Hard,3,19,RushZombie,2,SCATTER,6.71,6.71,1
null,Hard,3,19,RushZombie,4,SCATTER,6.71,6.71,2
null,Hard,3,20,ZombieMan,4,SCATTER,7.0,7.0,1
null,Hard,3,20,ZombieMan,7,SCATTER,7.0,7.0,2
null,Hard,3,20,BoomZombie,3,SCATTER,7.0,7.0,1
null,Hard,3,20,BoomZombie,5,SCATTER,7.0,7.0,2
null,Hard,3,20,RushZombie,2,SCATTER,7.0,7.0,1
null,Hard,3,20,RushZombie,4,SCATTER,7.0,7.0,2
null,Hard,3,20,RushZombieBoss,1,LINE_LEFT,7.0,7.0,2
null,Hard,3,20,BoomZombieBoss,1,LINE_LEFT,7.0,7.0,2
null,Hard,4,1,ZombieMan,5,SCATTER,1.75,1.75,1
null,Hard,4,1,ZombieMan,7,SCATTER,1.75,1.75,2
null,Hard,4,2,ZombieMan,6,SCATTER,2.11,2.11,1
null,Hard,4,2,ZombieMan,8,SCATTER,2.11,2.11,2
null,Hard,4,3,ZombieMan,6,SCATTER,2.46,2.46,1
null,Hard,4,3,ZombieMan,9,SCATTER,2.46,2.46,2
null,Hard,4,4,ZombieMan,6,SCATTER,2.82,2.82,1
null,Hard,4,4,ZombieMan,9,SCATTER,2.82,2.82,2
null,Hard,4,4,ZzangDoleZombie,1,LINE_LEFT,2.82,2.82,1
null,Hard,4,4,ZzangDoleZombie,1,LINE_LEFT,2.82,2.82,2
null,Hard,4,5,ZombieMan,5,SCATTER,3.17,3.17,1
null,Hard,4,5,ZombieMan,8,SCATTER,3.17,3.17,2
null,Hard,4,5,ZzangDoleZombie,1,LINE_LEFT,3.17,3.17,1
null,Hard,4,5,ZzangDoleZombie,1,LINE_LEFT,3.17,3.17,2
null,Hard,4,5,ZzangDoleZombieBoss,1,LINE_LEFT,3.17,3.17,2
null,Hard,4,6,ZombieMan,7,SCATTER,3.53,3.53,1
null,Hard,4,6,ZombieMan,11,SCATTER,3.53,3.53,2
null,Hard,4,6,ZzangDoleZombie,1,LINE_LEFT,3.53,3.53,1
null,Hard,4,6,ZzangDoleZombie,1,LINE_LEFT,3.53,3.53,2
null,Hard,4,7,ZombieMan,8,SCATTER,3.88,3.88,1
null,Hard,4,7,ZombieMan,11,SCATTER,3.88,3.88,2
null,Hard,4,7,ZzangDoleZombie,1,LINE_LEFT,3.88,3.88,1
null,Hard,4,7,ZzangDoleZombie,2,LINE_LEFT,3.88,3.88,2
null,Hard,4,8,ZombieMan,8,SCATTER,4.24,4.24,1
null,Hard,4,8,ZombieMan,12,SCATTER,4.24,4.24,2
null,Hard,4,8,ZzangDoleZombie,1,LINE_LEFT,4.24,4.24,1
null,Hard,4,8,ZzangDoleZombie,2,LINE_LEFT,4.24,4.24,2
null,Hard,4,9,ZombieMan,7,SCATTER,4.59,4.59,1
null,Hard,4,9,ZombieMan,11,SCATTER,4.59,4.59,2
null,Hard,4,9,ZzangDoleZombie,2,LINE_LEFT,4.59,4.59,1
null,Hard,4,9,ZzangDoleZombie,2,LINE_LEFT,4.59,4.59,2
null,Hard,4,9,PushZombie,1,LINE_RIGHT,4.59,4.59,1
null,Hard,4,9,PushZombie,1,LINE_RIGHT,4.59,4.59,2
null,Hard,4,10,ZombieMan,6,SCATTER,4.95,4.95,1
null,Hard,4,10,ZombieMan,8,SCATTER,4.95,4.95,2
null,Hard,4,10,ZzangDoleZombie,2,LINE_LEFT,4.95,4.95,1
null,Hard,4,10,ZzangDoleZombie,2,LINE_LEFT,4.95,4.95,2
null,Hard,4,10,PushZombie,1,LINE_RIGHT,4.95,4.95,1
null,Hard,4,10,PushZombie,1,LINE_RIGHT,4.95,4.95,2
null,Hard,4,10,PushZombieBoss,1,LINE_LEFT,4.95,4.95,2
null,Hard,4,11,ZombieMan,8,SCATTER,5.3,5.3,1
null,Hard,4,11,ZombieMan,13,SCATTER,5.3,5.3,2
null,Hard,4,11,ZzangDoleZombie,2,LINE_LEFT,5.3,5.3,1
null,Hard,4,11,ZzangDoleZombie,2,LINE_LEFT,5.3,5.3,2
null,Hard,4,11,PushZombie,1,LINE_RIGHT,5.3,5.3,1
null,Hard,4,11,PushZombie,1,LINE_RIGHT,5.3,5.3,2
null,Hard,4,12,ZombieMan,8,SCATTER,5.66,5.66,1
null,Hard,4,12,ZombieMan,12,SCATTER,5.66,5.66,2
null,Hard,4,12,ZzangDoleZombie,2,LINE_LEFT,5.66,5.66,1
null,Hard,4,12,ZzangDoleZombie,3,LINE_LEFT,5.66,5.66,2
null,Hard,4,12,PushZombie,1,LINE_RIGHT,5.66,5.66,1
null,Hard,4,12,PushZombie,2,LINE_RIGHT,5.66,5.66,2
null,Hard,4,13,ZombieMan,9,SCATTER,6.01,6.01,1
null,Hard,4,13,ZombieMan,13,SCATTER,6.01,6.01,2
null,Hard,4,13,ZzangDoleZombie,2,LINE_LEFT,6.01,6.01,1
null,Hard,4,13,ZzangDoleZombie,3,LINE_LEFT,6.01,6.01,2
null,Hard,4,13,PushZombie,1,LINE_RIGHT,6.01,6.01,1
null,Hard,4,13,PushZombie,2,LINE_RIGHT,6.01,6.01,2
null,Hard,4,14,ZombieMan,7,SCATTER,6.37,6.37,1
null,Hard,4,14,ZombieMan,11,SCATTER,6.37,6.37,2
null,Hard,4,14,ZzangDoleZombie,2,LINE_LEFT,6.37,6.37,1
null,Hard,4,14,ZzangDoleZombie,4,LINE_LEFT,6.37,6.37,2
null,Hard,4,14,PushZombie,2,LINE_RIGHT,6.37,6.37,1
null,Hard,4,14,PushZombie,2,LINE_RIGHT,6.37,6.37,2
null,Hard,4,14,BoomZombie,1,SCATTER,6.37,6.37,1
null,Hard,4,14,BoomZombie,1,SCATTER,6.37,6.37,2
null,Hard,4,15,ZombieMan,5,SCATTER,6.72,6.72,1
null,Hard,4,15,ZombieMan,8,SCATTER,6.72,6.72,2
null,Hard,4,15,ZzangDoleZombie,2,LINE_LEFT,6.72,6.72,1
null,Hard,4,15,ZzangDoleZombie,4,LINE_LEFT,6.72,6.72,2
null,Hard,4,15,PushZombie,2,LINE_RIGHT,6.72,6.72,1
null,Hard,4,15,PushZombie,2,LINE_RIGHT,6.72,6.72,2
null,Hard,4,15,BoomZombie,1,SCATTER,6.72,6.72,1
null,Hard,4,15,BoomZombie,1,SCATTER,6.72,6.72,2
null,Hard,4,15,BoomZombieBoss,1,LINE_LEFT,6.72,6.72,2
null,Hard,4,16,ZombieMan,8,SCATTER,7.08,7.08,1
null,Hard,4,16,ZombieMan,13,SCATTER,7.08,7.08,2
null,Hard,4,16,ZzangDoleZombie,2,LINE_LEFT,7.08,7.08,1
null,Hard,4,16,ZzangDoleZombie,4,LINE_LEFT,7.08,7.08,2
null,Hard,4,16,PushZombie,2,LINE_RIGHT,7.08,7.08,1
null,Hard,4,16,PushZombie,2,LINE_RIGHT,7.08,7.08,2
null,Hard,4,16,BoomZombie,1,SCATTER,7.08,7.08,1
null,Hard,4,16,BoomZombie,1,SCATTER,7.08,7.08,2
null,Hard,4,17,ZombieMan,8,SCATTER,7.43,7.43,1
null,Hard,4,17,ZombieMan,11,SCATTER,7.43,7.43,2
null,Hard,4,17,ZzangDoleZombie,3,LINE_LEFT,7.43,7.43,1
null,Hard,4,17,ZzangDoleZombie,4,LINE_LEFT,7.43,7.43,2
null,Hard,4,17,PushZombie,2,LINE_RIGHT,7.43,7.43,1
null,Hard,4,17,PushZombie,3,LINE_RIGHT,7.43,7.43,2
null,Hard,4,17,BoomZombie,1,SCATTER,7.43,7.43,1
null,Hard,4,17,BoomZombie,2,SCATTER,7.43,7.43,2
null,Hard,4,18,ZombieMan,8,SCATTER,7.79,7.79,1
null,Hard,4,18,ZombieMan,12,SCATTER,7.79,7.79,2
null,Hard,4,18,ZzangDoleZombie,3,LINE_LEFT,7.79,7.79,1
null,Hard,4,18,ZzangDoleZombie,4,LINE_LEFT,7.79,7.79,2
null,Hard,4,18,PushZombie,2,LINE_RIGHT,7.79,7.79,1
null,Hard,4,18,PushZombie,3,LINE_RIGHT,7.79,7.79,2
null,Hard,4,18,BoomZombie,1,SCATTER,7.79,7.79,1
null,Hard,4,18,BoomZombie,2,SCATTER,7.79,7.79,2
null,Hard,4,19,ZombieMan,7,SCATTER,8.14,8.14,1
null,Hard,4,19,ZombieMan,11,SCATTER,8.14,8.14,2
null,Hard,4,19,ZzangDoleZombie,3,LINE_LEFT,8.14,8.14,1
null,Hard,4,19,ZzangDoleZombie,5,LINE_LEFT,8.14,8.14,2
null,Hard,4,19,PushZombie,2,LINE_RIGHT,8.14,8.14,1
null,Hard,4,19,PushZombie,4,LINE_RIGHT,8.14,8.14,2
null,Hard,4,19,BoomZombie,2,SCATTER,8.14,8.14,1
null,Hard,4,19,BoomZombie,2,SCATTER,8.14,8.14,2
null,Hard,4,20,ZombieMan,4,SCATTER,8.5,8.5,1
null,Hard,4,20,ZombieMan,7,SCATTER,8.5,8.5,2
null,Hard,4,20,ZzangDoleZombie,3,LINE_LEFT,8.5,8.5,1
null,Hard,4,20,ZzangDoleZombie,5,LINE_LEFT,8.5,8.5,2
null,Hard,4,20,PushZombie,2,LINE_RIGHT,8.5,8.5,1
null,Hard,4,20,PushZombie,4,LINE_RIGHT,8.5,8.5,2
null,Hard,4,20,BoomZombie,2,SCATTER,8.5,8.5,1
null,Hard,4,20,BoomZombie,2,SCATTER,8.5,8.5,2
null,Hard,4,20,PushZombieBoss,1,LINE_LEFT,8.5,8.5,2
null,Hard,4,20,BoomZombieBoss,1,LINE_LEFT,8.5,8.5,2
null,Hard,5,1,ZombieMan,5,SCATTER,2.0,2.0,1
null,Hard,5,1,ZombieMan,7,SCATTER,2.0,2.0,2
null,Hard,5,2,ZombieMan,6,SCATTER,2.42,2.42,1
null,Hard,5,2,ZombieMan,8,SCATTER,2.42,2.42,2
null,Hard,5,3,ZombieMan,6,SCATTER,2.84,2.84,1
null,Hard,5,3,ZombieMan,9,SCATTER,2.84,2.84,2
null,Hard,5,4,ZombieMan,6,SCATTER,3.26,3.26,1
null,Hard,5,4,ZombieMan,8,SCATTER,3.26,3.26,2
null,Hard,5,4,RushZombie,1,SCATTER,3.26,3.26,1
null,Hard,5,4,RushZombie,1,SCATTER,3.26,3.26,2
null,Hard,5,5,ZombieMan,4,SCATTER,3.68,3.68,1
null,Hard,5,5,ZombieMan,7,SCATTER,3.68,3.68,2
null,Hard,5,5,RushZombie,1,SCATTER,3.68,3.68,1
null,Hard,5,5,RushZombie,1,SCATTER,3.68,3.68,2
null,Hard,5,5,RushZombieBoss2,1,LINE_LEFT,3.68,3.68,2
null,Hard,5,6,ZombieMan,7,SCATTER,4.11,4.11,1
null,Hard,5,6,ZombieMan,10,SCATTER,4.11,4.11,2
null,Hard,5,6,RushZombie,1,SCATTER,4.11,4.11,1
null,Hard,5,6,RushZombie,1,SCATTER,4.11,4.11,2
null,Hard,5,7,ZombieMan,7,SCATTER,4.53,4.53,1
null,Hard,5,7,ZombieMan,10,SCATTER,4.53,4.53,2
null,Hard,5,7,RushZombie,1,SCATTER,4.53,4.53,1
null,Hard,5,7,RushZombie,2,SCATTER,4.53,4.53,2
null,Hard,5,8,ZombieMan,7,SCATTER,4.95,4.95,1
null,Hard,5,8,ZombieMan,11,SCATTER,4.95,4.95,2
null,Hard,5,8,RushZombie,1,SCATTER,4.95,4.95,1
null,Hard,5,8,RushZombie,2,SCATTER,4.95,4.95,2
null,Hard,5,9,ZombieMan,6,SCATTER,5.37,5.37,1
null,Hard,5,9,ZombieMan,9,SCATTER,5.37,5.37,2
null,Hard,5,9,RushZombie,2,SCATTER,5.37,5.37,1
null,Hard,5,9,RushZombie,2,SCATTER,5.37,5.37,2
null,Hard,5,9,BoomZombie,1,SCATTER,5.37,5.37,1
null,Hard,5,9,BoomZombie,1,SCATTER,5.37,5.37,2
null,Hard,5,10,ZombieMan,4,SCATTER,5.79,5.79,1
null,Hard,5,10,ZombieMan,7,SCATTER,5.79,5.79,2
null,Hard,5,10,RushZombie,2,SCATTER,5.79,5.79,1
null,Hard,5,10,RushZombie,2,SCATTER,5.79,5.79,2
null,Hard,5,10,BoomZombie,1,SCATTER,5.79,5.79,1
null,Hard,5,10,BoomZombie,1,SCATTER,5.79,5.79,2
null,Hard,5,10,BoomZombieBoss,1,LINE_LEFT,5.79,5.79,2
null,Hard,5,11,ZombieMan,7,SCATTER,6.21,6.21,1
null,Hard,5,11,ZombieMan,11,SCATTER,6.21,6.21,2
null,Hard,5,11,RushZombie,2,SCATTER,6.21,6.21,1
null,Hard,5,11,RushZombie,2,SCATTER,6.21,6.21,2
null,Hard,5,11,BoomZombie,1,SCATTER,6.21,6.21,1
null,Hard,5,11,BoomZombie,1,SCATTER,6.21,6.21,2
null,Hard,5,12,ZombieMan,7,SCATTER,6.63,6.63,1
null,Hard,5,12,ZombieMan,10,SCATTER,6.63,6.63,2
null,Hard,5,12,RushZombie,2,SCATTER,6.63,6.63,1
null,Hard,5,12,RushZombie,3,SCATTER,6.63,6.63,2
null,Hard,5,12,BoomZombie,1,SCATTER,6.63,6.63,1
null,Hard,5,12,BoomZombie,2,SCATTER,6.63,6.63,2
null,Hard,5,13,ZombieMan,7,SCATTER,7.05,7.05,1
null,Hard,5,13,ZombieMan,11,SCATTER,7.05,7.05,2
null,Hard,5,13,RushZombie,2,SCATTER,7.05,7.05,1
null,Hard,5,13,RushZombie,3,SCATTER,7.05,7.05,2
null,Hard,5,13,BoomZombie,1,SCATTER,7.05,7.05,1
null,Hard,5,13,BoomZombie,2,SCATTER,7.05,7.05,2
null,Hard,5,14,ZombieMan,7,SCATTER,7.47,7.47,1
null,Hard,5,14,ZombieMan,10,SCATTER,7.47,7.47,2
null,Hard,5,14,RushZombie,2,SCATTER,7.47,7.47,1
null,Hard,5,14,RushZombie,4,SCATTER,7.47,7.47,2
null,Hard,5,14,BoomZombie,2,SCATTER,7.47,7.47,1
null,Hard,5,14,BoomZombie,2,SCATTER,7.47,7.47,2
null,Hard,5,15,ZombieMan,4,SCATTER,7.89,7.89,1
null,Hard,5,15,ZombieMan,7,SCATTER,7.89,7.89,2
null,Hard,5,15,RushZombie,2,SCATTER,7.89,7.89,1
null,Hard,5,15,RushZombie,4,SCATTER,7.89,7.89,2
null,Hard,5,15,BoomZombie,2,SCATTER,7.89,7.89,1
null,Hard,5,15,BoomZombie,2,SCATTER,7.89,7.89,2
null,Hard,5,15,RushZombieBoss,1,LINE_LEFT,7.89,7.89,2
null,Hard,5,16,ZombieMan,8,SCATTER,8.32,8.32,1
null,Hard,5,16,ZombieMan,12,SCATTER,8.32,8.32,2
null,Hard,5,16,RushZombie,2,SCATTER,8.32,8.32,1
null,Hard,5,16,RushZombie,4,SCATTER,8.32,8.32,2
null,Hard,5,16,BoomZombie,2,SCATTER,8.32,8.32,1
null,Hard,5,16,BoomZombie,2,SCATTER,8.32,8.32,2
null,Hard,5,17,ZombieMan,7,SCATTER,8.74,8.74,1
null,Hard,5,17,ZombieMan,11,SCATTER,8.74,8.74,2
null,Hard,5,17,RushZombie,3,SCATTER,8.74,8.74,1
null,Hard,5,17,RushZombie,4,SCATTER,8.74,8.74,2
null,Hard,5,17,BoomZombie,2,SCATTER,8.74,8.74,1
null,Hard,5,17,BoomZombie,3,SCATTER,8.74,8.74,2
null,Hard,5,18,ZombieMan,8,SCATTER,9.16,9.16,1
null,Hard,5,18,ZombieMan,12,SCATTER,9.16,9.16,2
null,Hard,5,18,RushZombie,3,SCATTER,9.16,9.16,1
null,Hard,5,18,RushZombie,4,SCATTER,9.16,9.16,2
null,Hard,5,18,BoomZombie,2,SCATTER,9.16,9.16,1
null,Hard,5,18,BoomZombie,3,SCATTER,9.16,9.16,2
null,Hard,5,19,ZombieMan,7,SCATTER,9.58,9.58,1
null,Hard,5,19,ZombieMan,11,SCATTER,9.58,9.58,2
null,Hard,5,19,RushZombie,3,SCATTER,9.58,9.58,1
null,Hard,5,19,RushZombie,5,SCATTER,9.58,9.58,2
null,Hard,5,19,BoomZombie,2,SCATTER,9.58,9.58,1
null,Hard,5,19,BoomZombie,4,SCATTER,9.58,9.58,2
null,Hard,5,20,ZombieMan,4,SCATTER,10.0,10.0,1
null,Hard,5,20,ZombieMan,7,SCATTER,10.0,10.0,2
null,Hard,5,20,RushZombie,3,SCATTER,10.0,10.0,1
null,Hard,5,20,RushZombie,5,SCATTER,10.0,10.0,2
null,Hard,5,20,BoomZombie,2,SCATTER,10.0,10.0,1
null,Hard,5,20,BoomZombie,4,SCATTER,10.0,10.0,2
null,Hard,5,20,RushZombieBoss2,1,LINE_LEFT,10.0,10.0,2
null,Hard,5,20,BoomZombieBoss,1,LINE_LEFT,10.0,10.0,2
null,Hard,6,1,ZombieMan,5,SCATTER,2.25,2.25,1
null,Hard,6,1,ZombieMan,7,SCATTER,2.25,2.25,2
null,Hard,6,2,ZombieMan,6,SCATTER,2.74,2.74,1
null,Hard,6,2,ZombieMan,8,SCATTER,2.74,2.74,2
null,Hard,6,3,ZombieMan,6,SCATTER,3.22,3.22,1
null,Hard,6,3,ZombieMan,9,SCATTER,3.22,3.22,2
null,Hard,6,4,ZombieMan,5,SCATTER,3.71,3.71,1
null,Hard,6,4,ZombieMan,8,SCATTER,3.71,3.71,2
null,Hard,6,4,PushZombie,1,LINE_RIGHT,3.71,3.71,1
null,Hard,6,4,PushZombie,1,LINE_RIGHT,3.71,3.71,2
null,Hard,6,5,ZombieMan,4,SCATTER,4.2,4.2,1
null,Hard,6,5,ZombieMan,7,SCATTER,4.2,4.2,2
null,Hard,6,5,PushZombie,1,LINE_RIGHT,4.2,4.2,1
null,Hard,6,5,PushZombie,1,LINE_RIGHT,4.2,4.2,2
null,Hard,6,5,PushZombieBoss,1,LINE_LEFT,4.2,4.2,2
null,Hard,6,6,ZombieMan,6,SCATTER,4.68,4.68,1
null,Hard,6,6,ZombieMan,10,SCATTER,4.68,4.68,2
null,Hard,6,6,PushZombie,1,LINE_RIGHT,4.68,4.68,1
null,Hard,6,6,PushZombie,1,LINE_RIGHT,4.68,4.68,2
null,Hard,6,7,ZombieMan,6,SCATTER,5.17,5.17,1
null,Hard,6,7,ZombieMan,10,SCATTER,5.17,5.17,2
null,Hard,6,7,PushZombie,1,LINE_RIGHT,5.17,5.17,1
null,Hard,6,7,PushZombie,2,LINE_RIGHT,5.17,5.17,2
null,Hard,6,8,ZombieMan,7,SCATTER,5.66,5.66,1
null,Hard,6,8,ZombieMan,11,SCATTER,5.66,5.66,2
null,Hard,6,8,PushZombie,1,LINE_RIGHT,5.66,5.66,1
null,Hard,6,8,PushZombie,2,LINE_RIGHT,5.66,5.66,2
null,Hard,6,9,ZombieMan,6,SCATTER,6.14,6.14,1
null,Hard,6,9,ZombieMan,9,SCATTER,6.14,6.14,2
null,Hard,6,9,PushZombie,2,LINE_RIGHT,6.14,6.14,1
null,Hard,6,9,PushZombie,2,LINE_RIGHT,6.14,6.14,2
null,Hard,6,9,RushZombie,1,SCATTER,6.14,6.14,1
null,Hard,6,9,RushZombie,1,SCATTER,6.14,6.14,2
null,Hard,6,10,ZombieMan,4,SCATTER,6.63,6.63,1
null,Hard,6,10,ZombieMan,7,SCATTER,6.63,6.63,2
null,Hard,6,10,PushZombie,2,LINE_RIGHT,6.63,6.63,1
null,Hard,6,10,PushZombie,2,LINE_RIGHT,6.63,6.63,2
null,Hard,6,10,RushZombie,1,SCATTER,6.63,6.63,1
null,Hard,6,10,RushZombie,1,SCATTER,6.63,6.63,2
null,Hard,6,10,RushZombieBoss,1,LINE_LEFT,6.63,6.63,2
null,Hard,6,11,ZombieMan,7,SCATTER,7.12,7.12,1
null,Hard,6,11,ZombieMan,11,SCATTER,7.12,7.12,2
null,Hard,6,11,PushZombie,2,LINE_RIGHT,7.12,7.12,1
null,Hard,6,11,PushZombie,2,LINE_RIGHT,7.12,7.12,2
null,Hard,6,11,RushZombie,1,SCATTER,7.12,7.12,1
null,Hard,6,11,RushZombie,1,SCATTER,7.12,7.12,2
null,Hard,6,12,ZombieMan,6,SCATTER,7.61,7.61,1
null,Hard,6,12,ZombieMan,10,SCATTER,7.61,7.61,2
null,Hard,6,12,PushZombie,2,LINE_RIGHT,7.61,7.61,1
null,Hard,6,12,PushZombie,3,LINE_RIGHT,7.61,7.61,2
null,Hard,6,12,RushZombie,1,SCATTER,7.61,7.61,1
null,Hard,6,12,RushZombie,2,SCATTER,7.61,7.61,2
null,Hard,6,13,ZombieMan,7,SCATTER,8.09,8.09,1
